Date,HomeTeam,AwayTeam,HTHG,HTAG,HTR,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Season,Season_Start_Year,Referee,Avg_H_Odds,Avg_D_Odds,Avg_A_Odds,Total_Goals,Goal_Difference,Home_Shots_Accuracy,Away_Shots_Accuracy,Avg_Over_2.5,Avg_Under_2.5
02/03/16,Arsenal,Swansea,1,1,D,1,2,A,18,11,4,2,7,3,8,11,0,2,0,0,2015-2016,2015,R Madley,1.36,4.9,9.25,3,-1,0.2222222222222222,0.18181818181818182,1.76,2.04
02/03/16,Liverpool,Man City,2,0,H,3,0,H,11,4,7,2,3,2,14,14,0,1,0,0,2015-2016,2015,M Atkinson,2.57,3.33,2.79,3,3,0.6363636363636364,0.5,1.93,1.87
02/03/16,Man United,Watford,0,0,D,1,0,H,14,13,3,3,9,7,7,17,1,2,0,0,2015-2016,2015,M Jones,1.65,3.71,5.87,1,1,0.21428571428571427,0.23076923076923078,2.12,1.71
02/03/16,Stoke,Newcastle,0,0,D,1,0,H,9,5,2,3,5,2,11,6,1,0,0,0,2015-2016,2015,N Swarbrick,1.97,3.39,4.07,1,1,0.2222222222222222,0.6,2.05,1.76
02/03/16,West Ham,Tottenham,1,0,H,1,0,H,14,9,3,2,6,3,10,11,0,3,0,0,2015-2016,2015,A Marriner,3.89,3.47,1.99,1,1,0.21428571428571427,0.2222222222222222,1.97,1.82
05/03/16,Chelsea,Stoke,1,0,H,1,1,D,20,16,7,5,8,4,9,10,1,2,0,0,2015-2016,2015,M Clattenburg,1.5,4.23,6.89,2,0,0.35,0.3125,1.82,1.98
05/03/16,Everton,West Ham,1,0,H,2,3,A,15,17,8,5,9,6,12,13,2,3,1,0,2015-2016,2015,A Taylor,1.7,3.91,4.93,5,-1,0.5333333333333333,0.29411764705882354,1.72,2.1
05/03/16,Man City,Aston Villa,0,0,D,4,0,H,22,2,9,1,9,1,10,10,0,1,0,0,2015-2016,2015,L Mason,1.21,6.67,14.95,4,4,0.4090909090909091,0.5,1.53,2.46
05/03/16,Newcastle,Bournemouth,0,1,A,1,3,A,14,16,3,5,5,4,13,8,1,3,0,0,2015-2016,2015,P Tierney,2.63,3.3,2.74,4,-2,0.21428571428571427,0.3125,1.93,1.87
05/03/16,Southampton,Sunderland,0,0,D,1,1,D,16,11,5,3,12,2,9,9,2,1,1,0,2015-2016,2015,N Swarbrick,1.59,3.88,6.19,2,0,0.3125,0.2727272727272727,1.97,1.83
05/03/16,Swansea,Norwich,0,0,D,1,0,H,10,8,3,3,5,0,14,15,2,5,0,0,2015-2016,2015,C Pawson,2.0,3.38,3.99,1,1,0.3,0.375,2.11,1.72
05/03/16,Tottenham,Arsenal,0,1,A,2,2,D,26,10,11,4,9,2,9,10,2,2,0,1,2015-2016,2015,M Oliver,2.36,3.38,3.08,4,0,0.4230769230769231,0.4,1.8,2.0
05/03/16,Watford,Leicester,0,0,D,0,1,A,11,14,4,7,3,8,10,11,2,2,0,0,2015-2016,2015,J Moss,2.94,3.25,2.5,1,-1,0.36363636363636365,0.5,2.11,1.71
06/03/16,Crystal Palace,Liverpool,0,0,D,1,2,A,14,19,4,5,6,6,12,16,1,2,0,1,2015-2016,2015,A Marriner,3.63,3.39,2.1,3,-1,0.2857142857142857,0.2631578947368421,2.07,1.74
06/03/16,West Brom,Man United,0,0,D,1,0,H,9,7,2,1,4,5,8,7,1,0,0,1,2015-2016,2015,M Dean,4.1,3.32,1.99,1,1,0.2222222222222222,0.14285714285714285,2.29,1.61
12/03/16,Bournemouth,Swansea,1,1,D,3,2,H,12,12,4,4,5,3,12,11,1,0,0,0,2015-2016,2015,R East,1.95,3.34,4.26,5,1,0.3333333333333333,0.3333333333333333,2.25,1.63
12/03/16,Norwich,Man City,0,0,D,0,0,D,5,15,0,3,3,8,15,10,3,1,0,0,2015-2016,2015,J Moss,5.86,4.0,1.6,0,0,0.0,0.2,1.79,2.01
12/03/16,Stoke,Southampton,0,2,A,1,2,A,13,11,2,4,1,4,13,12,1,2,0,1,2015-2016,2015,L Mason,2.68,3.14,2.8,3,-1,0.15384615384615385,0.36363636363636365,2.37,1.57
13/03/16,Aston Villa,Tottenham,0,1,A,0,2,A,11,19,2,8,5,8,6,6,0,0,0,0,2015-2016,2015,A Taylor,6.97,4.26,1.49,2,-2,0.18181818181818182,0.42105263157894735,1.9,1.89
14/03/16,Leicester,Newcastle,1,0,H,1,0,H,10,13,1,2,8,4,4,9,0,0,0,0,2015-2016,2015,C Pawson,1.59,4.08,5.76,1,1,0.1,0.15384615384615385,1.74,2.07
19/03/16,Chelsea,West Ham,1,1,D,2,2,D,22,13,5,6,10,9,13,14,3,5,0,0,2015-2016,2015,R Madley,1.72,3.78,4.89,4,0,0.22727272727272727,0.46153846153846156,1.83,1.97
19/03/16,Crystal Palace,Leicester,0,1,A,0,1,A,12,8,4,3,10,7,9,13,1,1,0,0,2015-2016,2015,M Jones,2.93,3.26,2.48,1,-1,0.3333333333333333,0.375,2.14,1.7
19/03/16,Everton,Arsenal,0,2,A,0,2,A,8,11,2,3,7,5,7,10,0,0,0,0,2015-2016,2015,M Clattenburg,2.62,3.48,2.63,2,-2,0.25,0.2727272727272727,1.7,2.14
19/03/16,Swansea,Aston Villa,0,0,D,1,0,H,10,12,1,2,4,6,9,10,3,2,0,0,2015-2016,2015,M Dean,1.66,3.73,5.58,1,1,0.1,0.16666666666666666,2.15,1.69
19/03/16,Watford,Stoke,0,1,A,1,2,A,9,9,4,6,9,2,10,14,3,1,0,0,2015-2016,2015,C Pawson,2.39,3.16,3.17,3,-1,0.4444444444444444,0.6666666666666666,2.37,1.58
19/03/16,West Brom,Norwich,0,0,D,0,1,A,10,7,0,1,4,3,8,13,1,2,0,0,2015-2016,2015,A Taylor,2.23,3.2,3.45,1,-1,0.0,0.14285714285714285,2.35,1.58
20/03/16,Man City,Man United,0,1,A,0,1,A,26,5,2,3,11,5,9,12,1,1,0,0,2015-2016,2015,M Oliver,1.83,3.62,4.42,1,-1,0.07692307692307693,0.6,1.93,1.86
20/03/16,Newcastle,Sunderland,0,1,A,1,1,D,17,14,8,4,2,5,14,7,4,1,0,0,2015-2016,2015,M Atkinson,2.11,3.34,3.61,2,0,0.47058823529411764,0.2857142857142857,2.01,1.79
20/03/16,Southampton,Liverpool,0,2,A,3,2,H,16,18,5,9,3,5,10,13,1,3,0,0,2015-2016,2015,R East,2.61,3.21,2.81,5,1,0.3125,0.5,2.22,1.65
20/03/16,Tottenham,Bournemouth,2,0,H,3,0,H,17,2,8,0,4,5,11,6,0,1,0,0,2015-2016,2015,N Swarbrick,1.53,4.24,6.2,3,3,0.47058823529411764,0.0,1.73,2.09
02/04/16,Arsenal,Watford,2,0,H,4,0,H,19,6,12,2,8,3,7,10,1,1,0,0,2015-2016,2015,A Taylor,1.35,5.03,9.07,4,4,0.631578947368421,0.3333333333333333,1.69,2.16
02/04/16,Aston Villa,Chelsea,0,2,A,0,4,A,15,11,4,8,7,2,12,8,4,1,1,0,2015-2016,2015,N Swarbrick,6.14,3.98,1.58,4,-4,0.26666666666666666,0.7272727272727273,1.98,1.82
02/04/16,Bournemouth,Man City,0,3,A,0,4,A,11,15,2,7,4,4,9,8,0,1,0,0,2015-2016,2015,R Madley,3.62,3.5,2.05,4,-4,0.18181818181818182,0.4666666666666667,1.81,1.99
02/04/16,Liverpool,Tottenham,0,0,D,1,1,D,15,18,7,5,12,9,11,11,2,0,0,0,2015-2016,2015,J Moss,2.47,3.34,2.91,2,0,0.4666666666666667,0.2777777777777778,1.93,1.87
02/04/16,Norwich,Newcastle,1,0,H,3,2,H,13,13,6,5,6,5,6,11,0,0,0,0,2015-2016,2015,M Dean,2.18,3.29,3.48,5,1,0.46153846153846156,0.38461538461538464,2.13,1.71
02/04/16,Stoke,Swansea,1,0,H,2,2,D,12,12,5,3,5,5,6,16,0,1,0,0,2015-2016,2015,M Atkinson,2.16,3.28,3.58,4,0,0.4166666666666667,0.25,2.29,1.61
02/04/16,Sunderland,West Brom,0,0,D,0,0,D,22,3,7,0,9,3,11,13,1,1,0,0,2015-2016,2015,R East,2.08,3.27,3.81,0,0,0.3181818181818182,0.0,2.39,1.57
02/04/16,West Ham,Crystal Palace,2,1,H,2,2,D,18,12,6,5,4,5,12,19,2,2,1,0,2015-2016,2015,M Clattenburg,1.95,3.51,4.01,4,0,0.3333333333333333,0.4166666666666667,1.96,1.84
03/04/16,Leicester,Southampton,1,0,H,1,0,H,11,10,4,2,7,8,12,13,2,2,0,0,2015-2016,2015,M Oliver,2.21,3.29,3.42,1,1,0.36363636363636365,0.2,2.24,1.64
03/04/16,Man United,Everton,0,0,D,1,0,H,10,7,2,1,5,5,15,6,2,0,0,0,2015-2016,2015,A Marriner,2.06,3.38,3.76,1,1,0.2,0.14285714285714285,2.05,1.76
09/04/16,Aston Villa,Bournemouth,0,1,A,1,2,A,6,12,1,3,3,8,13,11,2,2,0,0,2015-2016,2015,M Atkinson,3.47,3.35,2.15,3,-1,0.16666666666666666,0.25,2.12,1.71
09/04/16,Crystal Palace,Norwich,0,0,D,1,0,H,13,13,6,4,10,4,13,10,2,1,0,0,2015-2016,2015,M Oliver,2.07,3.33,3.73,1,1,0.46153846153846156,0.3076923076923077,2.14,1.7
09/04/16,Man City,West Brom,1,1,D,2,1,H,13,13,4,2,8,8,10,7,0,1,0,0,2015-2016,2015,M Jones,1.33,5.08,9.94,3,1,0.3076923076923077,0.15384615384615385,1.71,2.12
09/04/16,Southampton,Newcastle,2,0,H,3,1,H,20,5,6,3,11,2,8,7,0,0,0,0,2015-2016,2015,R Madley,1.56,4.0,6.14,4,2,0.3,0.6,1.95,1.84
09/04/16,Swansea,Chelsea,1,0,H,1,0,H,12,8,6,2,1,9,15,13,5,4,0,0,2015-2016,2015,A Marriner,3.77,3.36,2.05,1,1,0.5,0.25,2.11,1.72
09/04/16,Watford,Everton,1,1,D,1,1,D,13,12,5,7,7,6,13,10,2,1,0,0,2015-2016,2015,K Friend,3.35,3.32,2.21,2,0,0.38461538461538464,0.5833333333333334,2.08,1.74
09/04/16,West Ham,Arsenal,2,2,D,3,3,D,19,11,7,6,7,4,11,8,2,0,0,0,2015-2016,2015,C Pawson,3.72,3.61,1.98,6,0,0.3684210526315789,0.5454545454545454,1.74,2.08
10/04/16,Liverpool,Stoke,2,1,H,4,1,H,14,10,6,3,6,3,14,14,0,2,0,0,2015-2016,2015,M Clattenburg,1.59,3.99,5.8,5,3,0.42857142857142855,0.3,1.89,1.9
10/04/16,Sunderland,Leicester,0,0,D,0,2,A,15,17,1,7,1,7,9,9,1,1,0,0,2015-2016,2015,A Taylor,3.41,3.37,2.17,2,-2,0.06666666666666667,0.4117647058823529,2.11,1.72
10/04/16,Tottenham,Man United,0,0,D,3,0,H,16,5,8,1,2,7,10,10,3,3,0,0,2015-2016,2015,M Dean,1.91,3.5,4.13,3,3,0.5,0.2,2.1,1.72
13/04/16,Crystal Palace,Everton,0,0,D,0,0,D,18,9,6,5,10,7,7,9,0,1,0,1,2015-2016,2015,M Jones,2.85,3.3,2.52,0,0,0.3333333333333333,0.5555555555555556,1.97,1.83
16/04/16,Chelsea,Man City,0,1,A,0,3,A,11,11,4,8,11,3,12,15,2,3,1,0,2015-2016,2015,M Dean,2.67,3.36,2.65,3,-3,0.36363636363636365,0.7272727272727273,1.84,1.96
16/04/16,Everton,Southampton,0,0,D,1,1,D,7,18,2,4,3,10,8,14,1,1,0,0,2015-2016,2015,C Pawson,2.59,3.29,2.79,2,0,0.2857142857142857,0.2222222222222222,1.98,1.82
16/04/16,Man United,Aston Villa,1,0,H,1,0,H,13,7,4,1,14,3,9,10,0,1,0,0,2015-2016,2015,K Friend,1.23,6.04,14.93,1,1,0.3076923076923077,0.14285714285714285,1.75,2.06
16/04/16,Newcastle,Swansea,1,0,H,3,0,H,12,11,7,1,3,7,13,9,2,1,0,0,2015-2016,2015,L Mason,2.27,3.33,3.25,3,3,0.5833333333333334,0.09090909090909091,2.06,1.75
16/04/16,Norwich,Sunderland,0,1,A,0,3,A,19,8,6,3,14,0,7,11,2,2,0,0,2015-2016,2015,A Marriner,2.34,3.27,3.18,3,-3,0.3157894736842105,0.375,2.13,1.7
16/04/16,West Brom,Watford,0,1,A,0,1,A,16,11,4,4,9,3,11,17,0,3,0,0,2015-2016,2015,M Oliver,2.34,3.14,3.31,1,-1,0.25,0.36363636363636365,2.46,1.53
17/04/16,Arsenal,Crystal Palace,1,0,H,1,1,D,21,7,6,2,10,5,7,13,0,2,0,0,2015-2016,2015,R East,1.34,5.2,9.06,2,0,0.2857142857142857,0.2857142857142857,1.6,2.31
17/04/16,Bournemouth,Liverpool,0,2,A,1,2,A,18,19,5,6,5,4,9,9,0,0,0,0,2015-2016,2015,M Jones,3.46,3.42,2.13,3,-1,0.2777777777777778,0.3157894736842105,1.96,1.84
17/04/16,Leicester,West Ham,1,0,H,2,2,D,6,19,2,4,0,5,14,14,1,3,1,0,2015-2016,2015,J Moss,1.91,3.57,4.08,4,0,0.3333333333333333,0.21052631578947367,1.91,1.89
18/04/16,Stoke,Tottenham,0,1,A,0,4,A,12,23,2,6,5,3,12,12,2,0,0,0,2015-2016,2015,N Swarbrick,4.46,3.62,1.82,4,-4,0.16666666666666666,0.2608695652173913,1.96,1.83
19/04/16,Newcastle,Man City,1,1,D,1,1,D,5,9,3,5,5,3,13,8,3,2,0,0,2015-2016,2015,K Friend,5.86,4.24,1.57,2,0,0.6,0.5555555555555556,1.66,2.21
20/04/16,Liverpool,Everton,2,0,H,4,0,H,37,3,13,0,9,1,8,11,1,1,0,1,2015-2016,2015,R Madley,1.69,4.0,4.85,4,4,0.35135135135135137,0.0,1.72,2.12
20/04/16,Man United,Crystal Palace,1,0,H,2,0,H,16,5,10,0,10,2,13,7,1,2,0,0,2015-2016,2015,L Mason,1.53,4.09,6.68,2,2,0.625,0.0,1.97,1.83
20/04/16,West Ham,Watford,2,0,H,3,1,H,18,7,7,4,4,2,11,17,0,2,0,1,2015-2016,2015,M Dean,1.54,4.16,6.3,4,2,0.3888888888888889,0.5714285714285714,1.81,2.0
21/04/16,Arsenal,West Brom,2,0,H,2,0,H,16,8,7,1,2,6,14,14,0,1,0,0,2015-2016,2015,J Moss,1.25,5.87,12.76,2,2,0.4375,0.125,1.62,2.28
23/04/16,Aston Villa,Southampton,1,2,A,2,4,A,16,17,7,7,6,11,8,9,2,0,0,0,2015-2016,2015,N Swarbrick,6.65,3.99,1.54,6,-2,0.4375,0.4117647058823529,2.03,1.77
23/04/16,Bournemouth,Chelsea,1,2,A,1,4,A,13,16,4,4,10,7,11,4,1,0,0,0,2015-2016,2015,R East,2.99,3.43,2.35,5,-3,0.3076923076923077,0.25,1.77,2.03
23/04/16,Liverpool,Newcastle,2,0,H,2,2,D,13,6,4,3,5,4,8,17,1,1,0,0,2015-2016,2015,A Marriner,1.55,4.27,5.8,4,0,0.3076923076923077,0.5,1.6,2.3
23/04/16,Man City,Stoke,2,0,H,4,0,H,11,14,6,2,9,4,8,8,0,0,0,0,2015-2016,2015,R Madley,1.3,5.5,10.42,4,4,0.5454545454545454,0.14285714285714285,1.62,2.26
24/04/16,Leicester,Swansea,2,0,H,4,0,H,18,9,9,1,4,6,15,10,1,2,0,0,2015-2016,2015,M Clattenburg,1.73,3.6,5.17,4,4,0.5,0.1111111111111111,2.16,1.68
24/04/16,Sunderland,Arsenal,0,0,D,0,0,D,12,20,3,7,7,7,10,8,2,4,0,0,2015-2016,2015,M Dean,4.64,3.8,1.76,0,0,0.25,0.35,1.73,2.09
25/04/16,Tottenham,West Brom,1,0,H,1,1,D,19,16,2,3,9,7,8,13,0,1,0,0,2015-2016,2015,M Jones,1.22,6.19,14.03,2,0,0.10526315789473684,0.1875,1.67,2.17
30/04/16,Arsenal,Norwich,0,0,D,1,0,H,14,12,3,3,7,3,8,7,1,0,0,0,2015-2016,2015,M Jones,1.26,5.99,11.81,1,1,0.21428571428571427,0.25,1.51,2.52
30/04/16,Everton,Bournemouth,1,1,D,2,1,H,12,16,5,2,3,5,4,8,1,0,0,0,2015-2016,2015,N Swarbrick,1.98,3.67,3.69,3,1,0.4166666666666667,0.125,1.62,2.27
30/04/16,Newcastle,Crystal Palace,0,0,D,1,0,H,10,9,4,3,4,8,11,12,2,0,0,0,2015-2016,2015,M Dean,1.99,3.47,3.87,1,1,0.4,0.3333333333333333,2.01,1.8
30/04/16,Stoke,Sunderland,0,0,D,1,1,D,11,14,3,5,2,8,13,13,2,2,0,0,2015-2016,2015,C Pawson,2.68,3.2,2.74,2,0,0.2727272727272727,0.35714285714285715,2.07,1.75
30/04/16,Watford,Aston Villa,1,1,D,3,2,H,18,7,6,2,8,4,14,10,2,3,0,1,2015-2016,2015,A Taylor,1.7,3.74,5.16,5,1,0.3333333333333333,0.2857142857142857,2.0,1.81
30/04/16,West Brom,West Ham,0,2,A,0,3,A,15,8,5,4,8,6,14,7,0,0,0,0,2015-2016,2015,L Mason,3.82,3.38,2.04,3,-3,0.3333333333333333,0.5,2.13,1.7
01/05/16,Man United,Leicester,1,1,D,1,1,D,21,14,6,3,6,5,16,10,3,0,0,1,2015-2016,2015,M Oliver,2.05,3.34,3.8,2,0,0.2857142857142857,0.21428571428571427,2.18,1.68
01/05/16,Southampton,Man City,2,1,H,4,2,H,14,6,7,5,8,2,12,9,2,1,0,0,2015-2016,2015,A Marriner,2.68,3.34,2.65,6,2,0.5,0.8333333333333334,1.87,1.93
01/05/16,Swansea,Liverpool,2,0,H,3,1,H,18,11,9,3,4,7,12,13,2,2,0,1,2015-2016,2015,R East,3.05,3.39,2.34,4,2,0.5,0.2727272727272727,1.91,1.89
02/05/16,Chelsea,Tottenham,0,2,A,2,2,D,13,16,5,5,7,8,9,20,3,9,0,0,2015-2016,2015,M Clattenburg,2.68,3.43,2.59,4,0,0.38461538461538464,0.3125,1.78,2.01
07/05/16,Aston Villa,Newcastle,0,0,D,0,0,D,2,9,0,3,0,5,8,13,1,1,0,0,2015-2016,2015,R Madley,5.45,3.98,1.63,0,0,0.0,0.3333333333333333,1.86,1.94
07/05/16,Bournemouth,West Brom,0,1,A,1,1,D,12,12,4,4,5,3,5,8,2,1,0,0,2015-2016,2015,M Clattenburg,1.92,3.47,4.19,2,0,0.3333333333333333,0.3333333333333333,1.92,1.88
07/05/16,Crystal Palace,Stoke,0,1,A,2,1,H,17,12,4,3,4,3,8,18,2,3,0,0,2015-2016,2015,K Friend,2.03,3.42,3.78,3,1,0.23529411764705882,0.25,2.07,1.75
07/05/16,Leicester,Everton,2,0,H,3,1,H,32,9,8,5,12,4,4,12,0,3,0,0,2015-2016,2015,A Marriner,1.87,3.74,4.06,4,2,0.25,0.5555555555555556,1.62,2.26
07/05/16,Norwich,Man United,0,0,D,0,1,A,8,15,2,2,1,6,11,10,1,0,0,0,2015-2016,2015,C Pawson,4.39,3.52,1.87,1,-1,0.25,0.13333333333333333,1.99,1.82
07/05/16,Sunderland,Chelsea,1,2,A,3,2,H,15,9,4,8,3,3,11,9,4,1,0,1,2015-2016,2015,M Jones,2.89,3.44,2.43,5,1,0.26666666666666666,0.8888888888888888,1.79,2.01
07/05/16,West Ham,Swansea,0,2,A,1,4,A,25,13,7,6,13,3,11,8,3,0,0,0,2015-2016,2015,M Oliver,1.43,4.62,7.48,5,-3,0.28,0.46153846153846156,1.64,2.24
08/05/16,Liverpool,Watford,1,0,H,2,0,H,19,14,5,3,8,8,10,15,1,2,0,0,2015-2016,2015,L Mason,1.49,4.42,6.55,2,2,0.2631578947368421,0.21428571428571427,1.61,2.29
08/05/16,Man City,Arsenal,1,1,D,2,2,D,14,5,3,2,7,2,16,10,2,1,0,0,2015-2016,2015,A Taylor,2.48,3.43,2.81,4,0,0.21428571428571427,0.4,1.7,2.14
08/05/16,Tottenham,Southampton,1,1,D,1,2,A,20,10,6,2,10,2,8,16,0,3,0,0,2015-2016,2015,J Moss,1.98,3.58,3.78,3,-1,0.3,0.2,1.77,2.04
10/05/16,West Ham,Man United,1,0,H,3,2,H,20,3,6,2,6,2,6,18,1,3,0,0,2015-2016,2015,M Dean,2.96,3.41,2.43,5,1,0.3,0.6666666666666666,1.86,1.95
11/05/16,Liverpool,Chelsea,0,1,A,1,1,D,28,13,9,7,7,3,11,12,3,1,0,0,2015-2016,2015,M Oliver,1.97,3.69,3.71,2,0,0.32142857142857145,0.5384615384615384,1.64,2.24
11/05/16,Norwich,Watford,3,1,H,4,2,H,18,12,6,7,5,1,8,12,2,3,0,0,2015-2016,2015,R East,1.82,3.66,4.43,6,2,0.3333333333333333,0.5833333333333334,1.89,1.9
11/05/16,Sunderland,Everton,2,0,H,3,0,H,14,17,8,6,5,5,15,7,1,0,0,0,2015-2016,2015,A Taylor,1.73,3.83,4.82,3,3,0.5714285714285714,0.35294117647058826,1.71,2.11
15/05/16,Arsenal,Aston Villa,1,0,H,4,0,H,16,5,7,2,5,4,12,6,0,1,0,0,2015-2016,2015,M Clattenburg,1.15,8.01,17.22,4,4,0.4375,0.4,1.35,3.08
15/05/16,Chelsea,Leicester,0,0,D,1,1,D,17,18,4,5,7,6,4,12,0,0,0,0,2015-2016,2015,C Pawson,2.28,3.58,3.02,2,0,0.23529411764705882,0.2777777777777778,1.63,2.25
15/05/16,Everton,Norwich,2,0,H,3,0,H,15,10,8,2,4,11,7,11,0,0,0,0,2015-2016,2015,L Mason,1.75,4.0,4.36,3,3,0.5333333333333333,0.2,1.58,2.34
15/05/16,Newcastle,Tottenham,2,0,H,5,1,H,19,17,10,5,3,8,7,6,1,2,1,0,2015-2016,2015,A Taylor,4.38,3.84,1.78,6,4,0.5263157894736842,0.29411764705882354,1.65,2.21
15/05/16,Southampton,Crystal Palace,1,0,H,4,1,H,18,16,5,4,2,5,7,14,1,2,0,0,2015-2016,2015,M Oliver,1.33,5.29,9.03,5,3,0.2777777777777778,0.25,1.62,2.26
15/05/16,Stoke,West Ham,0,1,A,2,1,H,7,20,4,7,4,10,8,12,3,1,0,0,2015-2016,2015,M Jones,3.37,3.59,2.1,3,1,0.5714285714285714,0.35,1.6,2.27
15/05/16,Swansea,Man City,1,1,D,1,1,D,4,18,1,5,4,4,4,19,1,3,0,0,2015-2016,2015,M Dean,6.04,4.5,1.51,2,0,0.25,0.2777777777777778,1.53,2.45
15/05/16,Watford,Sunderland,0,1,A,2,2,D,21,6,6,4,7,4,11,10,1,0,0,0,2015-2016,2015,K Friend,2.02,3.62,3.58,4,0,0.2857142857142857,0.6666666666666666,1.71,2.1
15/05/16,West Brom,Liverpool,1,1,D,1,1,D,13,7,1,3,7,5,11,14,3,1,0,0,2015-2016,2015,R Madley,2.38,3.49,2.91,2,0,0.07692307692307693,0.42857142857142855,1.72,2.09
17/05/16,Man United,Bournemouth,1,0,H,3,1,H,12,7,5,0,7,1,9,8,1,0,0,0,2015-2016,2015,J Moss,1.66,4.03,5.08,4,2,0.4166666666666667,0.0,1.66,2.2
13/08/16,Burnley,Swansea,0,0,D,0,1,A,10,17,3,9,7,4,10,14,3,2,0,0,2016-2017,2016,J Moss,2.43,3.21,3.1,1,-1,0.3,0.5294117647058824,2.3,1.61
13/08/16,Crystal Palace,West Brom,0,0,D,0,1,A,14,13,4,3,3,6,12,15,2,2,0,0,2016-2017,2016,C Pawson,2.01,3.23,4.16,1,-1,0.2857142857142857,0.23076923076923078,2.5,1.52
13/08/16,Everton,Tottenham,1,0,H,1,1,D,12,13,6,4,5,6,10,14,0,0,0,0,2016-2017,2016,M Atkinson,3.12,3.32,2.36,2,0,0.5,0.3076923076923077,2.05,1.77
13/08/16,Hull,Leicester,1,0,H,2,1,H,14,18,5,5,5,3,8,17,2,2,0,0,2016-2017,2016,M Dean,4.17,3.43,1.95,3,1,0.35714285714285715,0.2777777777777778,2.19,1.67
13/08/16,Man City,Sunderland,1,0,H,2,1,H,16,7,4,3,9,6,11,14,1,2,0,0,2016-2017,2016,R Madley,1.25,6.11,12.55,3,1,0.25,0.42857142857142855,1.53,2.48
13/08/16,Middlesbrough,Stoke,1,0,H,1,1,D,12,12,2,1,9,6,18,14,3,5,0,0,2016-2017,2016,K Friend,2.31,3.16,3.38,2,0,0.16666666666666666,0.08333333333333333,2.46,1.53
13/08/16,Southampton,Watford,0,1,A,1,1,D,24,5,6,1,6,2,8,12,1,2,0,1,2016-2017,2016,R East,1.82,3.56,4.62,2,0,0.25,0.2,2.06,1.75
14/08/16,Arsenal,Liverpool,1,1,D,3,4,A,9,16,5,7,5,4,13,17,3,3,0,0,2016-2017,2016,M Oliver,2.36,3.42,3.04,7,-1,0.5555555555555556,0.4375,1.81,1.99
14/08/16,Bournemouth,Man United,0,1,A,1,3,A,9,11,3,7,4,2,7,10,0,1,0,0,2016-2017,2016,A Marriner,4.5,3.51,1.86,4,-2,0.3333333333333333,0.6363636363636364,2.05,1.76
15/08/16,Chelsea,West Ham,0,0,D,2,1,H,16,7,6,3,7,1,16,16,5,2,0,0,2016-2017,2016,A Taylor,1.64,3.97,5.46,3,1,0.375,0.42857142857142855,1.8,2.01
19/08/16,Man United,Southampton,1,0,H,2,0,H,12,13,5,1,4,0,11,8,0,0,0,0,2016-2017,2016,A Taylor,1.52,4.17,7.06,2,2,0.4166666666666667,0.07692307692307693,1.94,1.86
20/08/16,Burnley,Liverpool,2,0,H,2,0,H,3,26,2,5,1,12,14,5,0,1,0,0,2016-2017,2016,L Mason,6.43,4.09,1.55,2,2,0.6666666666666666,0.19230769230769232,1.86,1.93
20/08/16,Leicester,Arsenal,0,0,D,0,0,D,8,13,1,4,2,7,11,7,1,2,0,0,2016-2017,2016,M Clattenburg,2.87,3.48,2.45,0,0,0.125,0.3076923076923077,1.69,2.16
20/08/16,Stoke,Man City,0,2,A,1,4,A,8,12,3,6,7,7,12,13,3,4,0,0,2016-2017,2016,M Dean,5.11,3.81,1.7,5,-3,0.375,0.5,1.76,2.05
20/08/16,Swansea,Hull,0,0,D,0,2,A,13,12,3,4,8,3,7,10,0,0,0,0,2016-2017,2016,S Attwell,1.79,3.54,4.95,2,-2,0.23076923076923078,0.3333333333333333,2.23,1.64
20/08/16,Tottenham,Crystal Palace,0,0,D,1,0,H,20,10,5,2,10,4,19,9,3,3,0,0,2016-2017,2016,M Oliver,1.46,4.48,7.49,1,1,0.25,0.2,1.77,2.04
20/08/16,Watford,Chelsea,0,0,D,1,2,A,6,13,2,4,0,5,20,10,4,3,0,0,2016-2017,2016,J Moss,5.22,3.66,1.72,3,-1,0.3333333333333333,0.3076923076923077,2.08,1.74
20/08/16,West Brom,Everton,1,1,D,1,2,A,11,13,4,7,7,4,16,10,3,1,0,0,2016-2017,2016,N Swarbrick,2.97,3.15,2.56,3,-1,0.36363636363636365,0.5384615384615384,2.38,1.57
21/08/16,Sunderland,Middlesbrough,0,2,A,1,2,A,18,8,5,3,8,1,11,14,1,1,0,0,2016-2017,2016,M Atkinson,2.52,3.16,3.02,3,-1,0.2777777777777778,0.375,2.38,1.57
21/08/16,West Ham,Bournemouth,0,0,D,1,0,H,15,8,2,5,1,6,15,15,3,1,0,1,2016-2017,2016,C Pawson,1.94,3.62,3.96,1,1,0.13333333333333333,0.625,1.78,2.02
27/08/16,Chelsea,Burnley,2,0,H,3,0,H,22,6,10,0,9,5,6,9,2,2,0,0,2016-2017,2016,M Clattenburg,1.25,5.72,13.7,3,3,0.45454545454545453,0.0,1.72,2.09
27/08/16,Crystal Palace,Bournemouth,0,1,A,1,1,D,24,10,5,3,10,4,15,10,2,1,0,0,2016-2017,2016,M Dean,2.31,3.28,3.24,2,0,0.20833333333333334,0.3,2.16,1.68
